State/Territory,State/Territory,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recovered, , ,Pending
US VIRGIN ISLANDS,US VIRGIN ISLANDS,78,17.789187,-64.708057454,3,48,,,29
