County,State,fips,Latitude,Longitude,Confirmed Cases
Arecibo,PUERTO RICO,72013,18.4702985,-66.7190726,61
Bayamón,PUERTO RICO,72021,18.4002657,-66.1537618,123
Caguas,PUERTO RICO,72025,18.2345399,-66.0351316,80
Fajardo,PUERTO RICO,72053,18.3245149,-65.6531674,13
Mayagüez,PUERTO RICO,72097,18.2011161,-67.1391124,81
Metropolitan,PUERTO RICO,72029,18.4039564,-65.86197256413911,274
Ponce,PUERTO RICO,72113,18.011564,-66.613958,56
USA,PUERTO RICO,72,,,5
Not available,PUERTO RICO,72,18.2214149,-66.41328179513847,350
