County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
Henry,ILLINOIS,17073,41.3418549, -90.1177442,36,0,0
Iroquois,ILLINOIS,17075,40.7351265, -87.8309209,15,0,0
Jackson,ILLINOIS,17077,37.7668943, -89.3563845,56,7,0
Jasper,ILLINOIS,17079,39.0082423, -88.1552371,41,2,0
Jefferson,ILLINOIS,17081,38.3010487, -88.9344303,80,2,0
Jersey,ILLINOIS,17083,39.0848464, -90.3303344,12,0,0
Jo Daviess,ILLINOIS,17085,42.3506664, -90.1743742,11,0,0
Johnson,ILLINOIS,17087,37.4501818, -88.8844045,3,0,0
Kane,ILLINOIS,17089,41.923434, -88.4248315,962,39,0
Kankakee,ILLINOIS,17091,41.1253903, -87.848682,297,21,0
Kendall,ILLINOIS,17093,41.5853584, -88.4319488,191,5,0
Knox,ILLINOIS,17095,40.920889, -90.2202325,24,0,0
Lake,ILLINOIS,17097,42.3327033, -87.9939552,2717,105,0
LaSalle,ILLINOIS,17099,41.3474892, -88.9011861,42,1,0
Lawrence,ILLINOIS,17101,38.7108998, -87.7194375,2,0,0
Lee,ILLINOIS,17103,41.7459056, -89.2888533,18,0,0
Livingston,ILLINOIS,17105,40.8682487, -88.5631125,18,1,0
Logan,ILLINOIS,17107,40.1075089, -89.3768539,4,0,0
Macon,ILLINOIS,17115,39.8455208, -88.9602376,99,10,0
Macoupin,ILLINOIS,17117,39.2420653, -89.925212,25,0,0
Madison,ILLINOIS,17119,38.887663, -90.1589413,268,15,0
Marion,ILLINOIS,17121,38.6477381, -88.9232112,26,0,0
Marshall,ILLINOIS,17123,41.0324537, -89.2998456,4,0,1
Mason,ILLINOIS,17125,40.2302271, -89.8660433,6,0,0
Massac,ILLINOIS,17127,37.2177417, -88.7163312,3,0,2
McDonough,ILLINOIS,17109,40.4376858, -90.6780272,5,0,0
McHenry,ILLINOIS,17111,42.3294391, -88.4605713,459,27,0
McLean,ILLINOIS,17113,40.4631789, -88.8196613,87,3,0
Menard,ILLINOIS,17129,40.0166667, -89.7858065,4,0,0
Mercer,ILLINOIS,17131,41.2019729, -90.7398717,7,0,0
Monroe,ILLINOIS,17133,38.2722313, -90.1792484,62,8,0
Montgomery,ILLINOIS,17135,39.2052633, -89.5057126,23,1,0
Morgan,ILLINOIS,17137,39.7062265, -90.190335,15,1,0
Moultrie,ILLINOIS,17139,39.6391442, -88.6087498,4,0,0
Ogle,ILLINOIS,17141,42.0397014, -89.3138599,75,1,0
Peoria,ILLINOIS,17143,40.8021278, -89.7713762,56,2,0
Perry,ILLINOIS,17145,38.0772859, -89.3760499,3,0,0
Piatt,ILLINOIS,17147,39.967291, -88.6072399,7,0,6
Pike,ILLINOIS,17149,39.6108707, -90.8538306,1,0,0
Pulaski,ILLINOIS,17153,37.2314232, -89.1183427,15,0,2
Randolph,ILLINOIS,17157,38.0472916, -89.8107962,79,1,0
Richland,ILLINOIS,17159,38.7060457, -88.0949352,3,0,0
Rock Island,ILLINOIS,17161,41.4411786, -90.5766144,270,6,0
Saline,ILLINOIS,17165,37.750075, -88.5302584,3,0,0
Sangamon,ILLINOIS,17167,39.7623668, -89.6454905,81,6,0
Schuyler,ILLINOIS,17169,40.1370869, -90.5697373,1,0,0
Shelby,ILLINOIS,17173,39.3665064, -88.7886278,10,0,0
St. Clair,ILLINOIS,17163,38.4616972, -89.9324347,350,19,0
Stark,ILLINOIS,17175,41.0712135, -89.8066831,1,0,0
Stephenson,ILLINOIS,17177,42.3503474, -89.6735637,13,0,0
Tazewell,ILLINOIS,17179,40.5126429, -89.5442084,34,3,0
Union,ILLINOIS,17181,37.4616454, -89.2504793,7,0,0
Vermilion,ILLINOIS,17183,40.1749809, -87.7323857,11,0,0
Wabash,ILLINOIS,17185,38.4615994, -87.8460903,1,0,0
Warren,ILLINOIS,17187,40.8442828, -90.6168408,37,0,0
Washington,ILLINOIS,17189,38.3662806, -89.4201902,7,0,0
Wayne,ILLINOIS,17191,38.4251958, -88.4197678,2,0,0
White,ILLINOIS,17193,38.0632329, -88.1577725,1,0,0
Whiteside,ILLINOIS,17195,41.7612332, -89.9214744,53,4,0
Will,ILLINOIS,17197,41.4194058, -87.9994754,2009,125,0
Williamson,ILLINOIS,17199,37.7248502, -88.9143385,22,0,0
Winnebago,ILLINOIS,17201,42.3255276, -89.1496574,279,7,0
Woodford,ILLINOIS,17203,40.8145359, -89.2074215,11,1,0
